App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Polarity,Avg_Subjectivity,Review_Count
A+ Mobile,FINANCE,3.9,730,6.3,10000,Free,0.0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up,0.3295922619047619,0.522708380574452,84
Angry Birds Classic,GAME,4.4,5565856,97.0,100000000,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,-0.0075373947642518,0.5348862663965559,273
Build a Bridge!,FAMILY,4.6,263454,74.0,10000000,Free,0.0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,0.0883563101949729,0.5132795923161372,86
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,500000,Free,0.0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up,0.0696302333854417,0.5850889989639989,30
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7,10000,Free,0.0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up,0.5007922824302135,0.5598440065681445,29
Azar,COMMUNICATION,4.2,1092337,,50000000,Free,0.0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device,0.068403809175803,0.4817058198444068,92
4 in a Row,GAME,3.8,4257,,500000,Free,0.0,Everyone,Board,"May 13, 2018",Varies with device,Varies with device,0.2811435185185185,0.5781031746031746,20
Bubble Shooter,GAME,4.5,43576,50.0,5000000,Free,0.0,Everyone,Arcade,"September 13, 2017",4.4,2.3 and up,0.2536763602776534,0.5156595926423513,145
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548,,100000000,Free,0.0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.1550616629812231,0.4871584284200024,162
Google Translate,TOOLS,4.4,5741684,,500000000,Free,0.0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.2141666666666666,0.4899999999999999,2
Asphalt 8: Airborne,GAME,4.5,8389714,92.0,100000000,Free,0.0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up,0.0044504107258209,0.5135438903805984,73
Basketball Stars,SPORTS,4.4,867920,45.0,10000000,Free,0.0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up,0.0139051126856269,0.4871262763528012,89
Colorfy: Coloring Book for Adults - Free,FAMILY,4.5,787107,,10000000,Free,0.0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device,0.0467848787911724,0.6042470514179697,133
Amazon Shopping,SHOPPING,4.3,908525,42.0,100000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,0.4624378936759889,45
Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668,,10000000,Free,0.0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device,0.2977941730740238,0.4860976502767548,67
Four In A Line Free,GAME,4.3,133195,11.0,5000000,Free,0.0,Everyone,Board,"June 11, 2018",1.58,4.1 and up,0.2023680188124632,0.4853270474381585,27
Flow Free,FAMILY,4.3,1295293,11.0,100000000,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.0707686270933758,0.5201833408656908,154
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24.0,10000000,Free,0.0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up,0.1196011954866121,0.4872144310165143,36
Alto's Adventure,GAME,4.6,515240,63.0,10000000,Free,0.0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.0398269418282914,0.5261316988814583,175
Fortune City - A Finance App,FINANCE,4.6,49275,91.0,500000,Free,0.0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up,0.2669661834114958,0.4587970228074394,48
Draw A Stickman,GAME,3.4,29265,17.0,1000000,Free,0.0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up,-0.15,0.4,1
Be A Legend: Soccer,SPORTS,3.8,85763,21.0,1000000,Free,0.0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up,-0.0992506003333746,0.4743972818025296,98
Bible,BOOKS_AND_REFERENCE,4.7,2440695,,100000000,Free,0.0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device,0.363495437391217,0.5336252466987003,97
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81.0,5000000,Free,0.0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up,0.18089609339033,0.5251869828714091,61
Facebook,SOCIAL,4.1,78128208,,1000000000,Free,0.0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,-0.0070029020248963,0.4602073498809773,132
Four In A Line,GAME,3.8,22191,3.0,1000000,Free,0.0,Everyone,Board,"May 4, 2015",1.10,2.3 and up,0.2748487572309293,0.5493170399727777,61
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5276983,,100000000,Free,0.0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.0817821279198232,0.5275852272727273,16
8 Ball Pool,SPORTS,4.5,14184910,52.0,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606734,0.4913517369146038,219
Hay Day,FAMILY,4.5,10053186,94.0,100000000,Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,0.0195723487398422,0.5036815863370004,61
Diary with lock,LIFESTYLE,4.6,815280,4.4,10000000,Free,0.0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up,0.2837633405132804,0.568277521195691,99
Clash of Clans,FAMILY,4.6,44881447,98.0,100000000,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.0367556815629055,0.5339562645447385,33
Clash Royale,FAMILY,4.6,23125280,97.0,100000000,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.069157108697088,0.4892359508587355,165
C Programming,FAMILY,4.3,22248,1.8,1000000,Free,0.0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.2768000669964955,0.541011544011544,35
Candy Crush Saga,FAMILY,4.4,22419455,74.0,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.0310678654100529,0.4562927910052909,240
Hill Climb Racing,GAME,4.4,8921451,63.0,100000000,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.0909991500098838,0.4986744997198817,44
Fruit Ninja®,GAME,4.3,5091448,41.0,100000000,Free,0.0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up,0.1547945468509984,0.4932891705069124,31
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7,50000000,Free,0.0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up,0.2241869168905806,0.5246842190376673,58
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,,500000000,Free,0.0,Everyone,Communication,"July 31, 2018",37.1.206017801.DR37_RC14,4.4 and up,0.2856898148148148,0.4979907407407407,18
Crossy Road,GAME,4.5,4229977,60.0,100000000,Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.2158512814584867,0.5298473893553813,91
Dropbox,PRODUCTIVITY,4.4,1860844,61.0,500000000,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.2363305250579099,0.4436356041619199,76
Dream League Soccer 2018,SPORTS,4.6,9873470,74.0,100000000,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,-0.000518077601411,0.483123897707231,3
Bad Piggies,FAMILY,4.3,1168959,66.0,50000000,Free,0.0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up,0.0079406596488457,0.5389492408533662,77
Firefox Browser fast & private,COMMUNICATION,4.4,3075096,,100000000,Free,0.0,Everyone,Communication,"July 10, 2018",Varies with device,Varies with device,0.1101420189894564,0.5187862517847506,62
E*TRADE Mobile,FINANCE,3.9,10657,58.0,1000000,Free,0.0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.1532734140136483,0.4936103797822547,32
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814151,,100000000,Free,0.0,Teen,Books & Reference,"July 27, 2018",Varies with device,Varies with device,0.0651918671343387,0.4601174881982962,117
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488289,,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.0840902393083382,0.5222918902085569,78
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37.0,5000000,Free,0.0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,0.3425324877668627,0.5815682157348824,39
Gmail,COMMUNICATION,4.3,4604324,,1000000000,Free,0.0,Everyone,Communication,"August 2, 2018",Varies with device,Varies with device,0.0713831018518518,0.4659200872189153,64
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5911055,,100000000,Free,0.0,Teen,Shopping,"August 1, 2018",Varies with device,Varies with device,0.0383805455347121,0.6177662898829566,45
Flipkart Online Shopping App,SHOPPING,4.4,6003590,,100000000,Free,0.0,Teen,Shopping,"August 2, 2018",Varies with device,Varies with device,0.2915263605442177,0.4788622885051457,28
Facebook Lite,SOCIAL,4.3,8595964,,500000000,Free,0.0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,-0.0009910877556351,0.4561272204806687,29
Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,,50000000,Free,0.0,Teen,Casual,"July 12, 2018",Varies with device,Varies with device,0.0272082492394992,0.4694232381732382,37
Google+,SOCIAL,4.2,4828372,,1000000000,Free,0.0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.3680555555555556,0.4694444444444444,2
Gboard - the Google Keyboard,TOOLS,4.2,1855262,,500000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.0645865156103643,0.5171716244977523,76
Granny,GAME,4.5,1128805,59.0,50000000,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.0646231638812587,0.5562993347603944,29
Google,TOOLS,4.4,8021623,,1000000000,Free,0.0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.2603594687476266,0.4927439336978811,38
Hangouts,COMMUNICATION,4.0,3419464,,1000000000,Free,0.0,Everyone,Communication,"July 21, 2018",Varies with device,Varies with device,0.2515033286340852,0.5312487273123238,114
G Cloud Backup,PRODUCTIVITY,4.6,267042,,5000000,Free,0.0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device,0.2841919813902572,0.5738897851828887,29
Helix Jump,GAME,4.2,1485806,33.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.0996654802587348,0.4872210639607329,273
H&M,LIFESTYLE,3.7,41917,14.0,10000000,Free,0.0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up,0.0244729564521231,0.5764898448231781,37
H TV,FAMILY,4.3,103064,5.6,5000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.3021153846153846,0.4085042735042735,39
Anger of stick 5 : zombie,GAME,4.5,547644,23.0,50000000,Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.1194444444444444,0.5027777777777778,3
Cut the Rope FULL FREE,FAMILY,4.4,2122705,49.0,100000000,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.0130677538872691,0.5702711808929921,28
Diabetes:M,MEDICAL,4.6,15537,,100000,Free,0.0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.3179679035352112,0.5219833001756079,39
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175523,,10000000,Free,0.0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.3016666666666667,0.4355555555555556,6
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591610,,100000000,Free,0.0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.3074404215313306,0.502509237395601,33
Angry Birds 2,FAMILY,4.6,3881752,57.0,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.002282199760648,0.4962394358515047,29
Angry Birds Rio,GAME,4.4,2610328,46.0,100000000,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,-0.038924252279907,0.4715201068772497,39
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23291,14.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.0984165507111935,0.4841472548615406,35
"AD - Nieuws, Sport, Regio & Entertainment",NEWS_AND_MAGAZINES,3.7,10369,,1000000,Free,0.0,Everyone,News & Magazines,"July 28, 2018",Varies with device,Varies with device,0.1618236431488311,0.4658060398943857,19
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2265084,6.1,50000000,Free,0.0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,0.0125,0.6875,2
Google Ads,BUSINESS,4.3,29331,20.0,5000000,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,0.1399653371320038,0.4323986484194818,72
Flipp - Weekly Shopping,SHOPPING,4.6,85782,,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.3236720779220779,0.5630284751091202,31
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.3538825757575757,0.4954632675438596,38
All Football - Latest News & Videos,SPORTS,4.6,152653,17.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.4320632947781385,0.5105386453823954,32
AppLock,TOOLS,4.4,4931562,,100000000,Free,0.0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device,0.0162333499833499,0.4999414474414474,13
Amazon for Tablets,SHOPPING,4.0,141584,22.0,10000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.1011360479797979,0.3711906565656565,20
Final Fantasy XV: A New Empire,FAMILY,4.0,484858,,10000000,Free,0.0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,-0.0235272791804636,0.511339249742269,32
Diary with lock password,LIFESTYLE,4.3,179139,9.7,5000000,Free,0.0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,0.2922668422777688,0.509655793410164,52
Google Photos,PHOTOGRAPHY,4.5,10847682,,1000000000,Free,0.0,Everyone,Photography,"August 1, 2018",Varies with device,Varies with device,0.1475095857389778,0.5018935734339623,191
365Scores - Live Scores,SPORTS,4.6,666246,25.0,10000000,Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.4383116883116883,0.6396103896103896,7
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54.0,10000000,Free,0.0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.0223125676884839,0.5055597754758974,92
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.1951159148207759,0.4714092048640659,36
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2052407,,50000000,Free,0.0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device,0.2007233097577335,0.4937064606400544,32
Google Voice,COMMUNICATION,4.2,171052,,10000000,Free,0.0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device,0.1524792850378787,0.1962215909090909,8
Choices: Stories You Play,FAMILY,4.6,807155,93.0,10000000,Free,0.0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,0.0336784023386116,0.52632837418782,39
Google Pay,FINANCE,4.2,348132,,100000000,Free,0.0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device,0.1156874860995739,0.5077741771354409,117
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57556,,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.328908058367704,0.5544839759613381,127
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91.0,10000000,Free,0.0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up,0.0808591664302891,0.5053262068732377,69
DEER HUNTER 2018,GAME,4.3,955614,82.0,10000000,Free,0.0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,-0.3833333333333333,0.4333333333333333,3
British Airways,TRAVEL_AND_LOCAL,4.2,25726,51.0,1000000,Free,0.0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.2051061636775922,0.3991548134405278,22
American Airlines,TRAVEL_AND_LOCAL,3.7,16973,,5000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,-0.0756361441099813,0.4837239784332807,43
Anthem BC Anywhere,MEDICAL,2.6,496,24.0,100000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.1232334869431643,0.3678955453149001,31
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53.0,100000000,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,0.3,4
Bowmasters,GAME,4.7,1535581,,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.0614154493473992,0.5005483488208554,312
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390099,,100000000,Free,0.0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,0.3538759018759018,0.5209487734487734,30
Blur Image Background,PHOTOGRAPHY,3.9,129268,11.0,10000000,Free,0.0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.372717803030303,0.643939393939394,11
BBM - Free Calls & Messages,COMMUNICATION,4.3,12843436,,100000000,Free,0.0,Everyone,Communication,"August 2, 2018",Varies with device,4.0.3 and up,0.1544232523738662,0.4618904521404521,35
BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51543,,1000000,Free,0.0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device,0.4087426900584795,0.6176803118908382,38
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781467,,100000000,Free,0.0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.1284891774891775,0.4161027687590187,120
HBO GO: Stream with TV Package,FAMILY,3.8,87734,32.0,10000000,Free,0.0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,-0.0556527117201929,0.5216060351511479,25
Blood Pressure,MEDICAL,4.2,33033,7.4,5000000,Free,0.0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.4449430199430199,0.5866809116809117,39
Blood Pressure Log - MyDiary,MEDICAL,4.7,8347,2.6,500000,Free,0.0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.3250549115005364,0.5914018250499501,40
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,1000000,Free,0.0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.0876832542457542,0.355830704018204,40
High Blood Pressure Symptoms,MEDICAL,4.3,46,2.0,10000,Free,0.0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up,0.4195335960960961,0.5663588588588588,37
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14.0,1000000,Paid,2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.1794183710515555,0.5016910966315729,37
Beautiful Widgets Free,PERSONALIZATION,3.9,25035,14.0,1000000,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.0134607007575757,0.5222924031986531,40
HD Widgets,PERSONALIZATION,4.3,58614,26.0,1000000,Paid,0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.1818178351985955,0.5138021885521885,31
Color by Number – New Coloring Book,GAME,4.7,142308,24.0,5000000,Free,0.0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,0.168856336043836,0.5402294533544533,37
BZWBK24 mobile,FINANCE,4.5,64983,39.0,1000000,Free,0.0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up,0.3268825522303783,0.5547810559006211,23
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838738,,50000000,Free,0.0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,0.097012013936356,0.5658186185159869,38
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19.0,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.4219123931623931,0.5859340659340659,39
Chrome Beta,PRODUCTIVITY,4.4,228755,,10000000,Free,0.0,Everyone,Productivity,"July 19, 2018",68.0.3440.70,Varies with device,0.2316251724639882,0.3778816200855674,38
Chrome Dev,COMMUNICATION,4.4,63576,,5000000,Free,0.0,Everyone,Communication,"August 2, 2018",69.0.3497.24,Varies with device,0.333793360519551,0.5207789454813264,39
Credit Karma,FINANCE,4.7,706618,,10000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.2700516800659658,0.5196421459492888,35
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17.0,100000000,Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.2824789562289562,0.5911111111111111,18
CM Locker - Security Lockscreen,TOOLS,4.6,3090680,,100000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.2400545230424798,0.480303944163994,86
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363,1.8,5000000,Free,0.0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.55625,0.5946428571428571,4
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,,5000000,Free,0.0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.2039919593979968,0.5351162186054476,63
Brit + Co,LIFESTYLE,3.9,987,4.5,10000,Free,0.0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up,0.1231246617965367,0.5189175234487734,16
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,3.9,500000,Free,0.0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,0.3937034821903243,0.4980359041543252,38
